geneId	geneSymbol	DSI	DPI	diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType	score	EI	YearInitial	YearFinal	NofPmids	NofSnps	source
     1128	CHRM1	0.653	0.577	C0751494	Convulsive Seizures	phenotype	C23;C10	Sign or Symptom	0.30	1	1994	2003	   5	   0	CTD_human
     1128	CHRM1	0.653	0.577	C0751495	Seizures, Focal	phenotype	C23;C10	Disease or Syndrome	0.30	1	1994	2003	   5	   0	CTD_human
     1128	CHRM1	0.653	0.577	C0751496	Seizures, Sensory	phenotype	C23;C10	Sign or Symptom	0.30	1	1994	2003	   5	   0	CTD_human
     1128	CHRM1	0.653	0.577	C0917798	Cerebral Ischemia	disease	C10;C14	Pathologic Function	0.30	1	2008	2008	   1	   0	CTD_human
     1128	CHRM1	0.653	0.577	C3495874	Nonepileptic Seizures	phenotype	C23;C10	Disease or Syndrome	0.30	1	1994	2003	   5	   0	CTD_human
     1128	CHRM1	0.653	0.577	C4048158	Convulsions	phenotype	C23;C10	Sign or Symptom	0.30	1	1994	2003	   5	   0	CTD_human
     1128	CHRM1	0.653	0.577	C4316903	Absence Seizures	phenotype	C23;C10	Disease or Syndrome	0.30	1	1994	2003	   5	   0	CTD_human
     1128	CHRM1	0.653	0.577	C4317109	Epileptic Seizures	phenotype	C23;C10	Disease or Syndrome	0.30	1	1994	2003	   5	   0	CTD_human
     1128	CHRM1	0.653	0.577	C4317123	Myoclonic Seizures	phenotype	C23;C10	Sign or Symptom	0.30	1	1994	2003	   5	   0	CTD_human
     1128	CHRM1	0.653	0.577	C4505436	Generalized Absence Seizures	phenotype	C23;C10	Disease or Syndrome	0.30	1	1994	2003	   5	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.40	1	2004	2018	   5	   0	PSYGENET
     1129	CHRM2	0.585	0.615	C0002152	Alloxan Diabetes	disease	C18;C19	Experimental Model of Disease	0.30	1	2008	2008	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0005586	Bipolar Disorder	disease	F03	Mental or Behavioral Dysfunction	0.31	1	2011	2011	   1	   0	PSYGENET
     1129	CHRM2	0.585	0.615	C0005697	Neurogenic Urinary Bladder	disease	C23;C13;C12;C10	Disease or Syndrome	0.31	1	2004	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0011570	Mental Depression	disease	F01	Mental or Behavioral Dysfunction	0.54	1	2002	2011	   4	   0	PSYGENET
     1129	CHRM2	0.585	0.615	C0011581	Depressive disorder	disease	F03	Mental or Behavioral Dysfunction	0.34	1	2002	2011	   4	   0	PSYGENET
     1129	CHRM2	0.585	0.615	C0011853	Diabetes Mellitus, Experimental	disease	C18;C19	Experimental Model of Disease	0.30	1	2008	2008	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0011854	Diabetes Mellitus, Insulin-Dependent	disease	C18;C20;C19	Disease or Syndrome	0.30	1	2008	2008	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0011882	Diabetic Neuropathies	group	C10;C19	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0013146	Drug abuse	group	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0013170	Drug habituation	phenotype	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0013222	Drug Use Disorders	group	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0014544	Epilepsy	disease	C10	Disease or Syndrome	0.31	1	2008	2019	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0029231	Organic Mental Disorders, Substance-Induced	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0036341	Schizophrenia	disease	F03	Mental or Behavioral Dysfunction	0.32	1	2010	2019	   1	   0	PSYGENET
     1129	CHRM2	0.585	0.615	C0038433	Streptozotocin Diabetes	disease	C18;C19	Experimental Model of Disease	0.30	1	2008	2008	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0038580	Substance Dependence	disease	C25;F03	Mental or Behavioral Dysfunction	0.32	1	2007	2014	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0038586	Substance Use Disorders	group	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0086237	Epilepsy, Cryptogenic	disease	C10	Disease or Syndrome	0.30	1	2008	2008	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0149622	Neurogenic Urinary Bladder, Atonic	phenotype	C23;C13;C12;C10	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0205734	Diabetes, Autoimmune	disease	C18;C20;C19	Disease or Syndrome	0.30	1	2008	2008	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0236018	Aura	phenotype	C10	Finding	0.30	1	2008	2008	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0236969	Substance-Related Disorders	group	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0271673	Symmetric Diabetic Proximal Motor Neuropathy	disease	C10;C19	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0271674	Asymmetric Diabetic Proximal Motor Neuropathy	disease	C10;C19	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0271678	Diabetic Mononeuropathy	disease	C10;C19	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0271680	Diabetic Polyneuropathies	group	C10;C19	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0271685	Diabetic Amyotrophy	disease	C10;C19	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0271686	Diabetic Autonomic Neuropathy	disease	C10;C19	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0342302	Brittle diabetes	disease	C18;C20;C19	Disease or Syndrome	0.30	1	2008	2008	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0392115	Neurogenic Urinary Bladder, Uninhibited	disease	C23;C13;C12;C10	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0393835	Diabetic Asymmetric Polyneuropathy	disease	C10;C19	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0428977	Bradycardia	phenotype	C23;C14	Finding	0.30	1	2001	2001	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0525045	Mood Disorders	group	F03	Mental or Behavioral Dysfunction	0.31	1	2005	2005	   1	   0	PSYGENET
     1129	CHRM2	0.585	0.615	C0740858	Substance abuse problem	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0750953	Urinary Bladder Neurogenesis	phenotype	C23;C13;C12;C10	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0750955	Neurogenic Urinary Bladder, Spastic	phenotype	C23;C13;C12;C10	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0751074	Diabetic Neuralgia	disease	C10;C19	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C0751111	Awakening Epilepsy	disease	C10	Disease or Syndrome	0.30	1	2008	2008	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C1510472	Drug Dependence	group	C25;F03	Mental or Behavioral Dysfunction	0.32	0.667	2007	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C3837958	Diabetes Mellitus, Ketosis-Prone	disease	C18;C20;C19	Disease or Syndrome	0.30	1	2008	2008	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C4316881	Prescription Drug Abuse	phenotype	C25;F03	Finding	0.30	1	2010	2010	   1	   0	CTD_human
     1129	CHRM2	0.585	0.615	C4554117	Diabetes Mellitus, Sudden-Onset	disease	C18;C20;C19	Disease or Syndrome	0.30	1	2008	2008	   1	   0	CTD_human
     1130	LYST	0.621	0.692	C0001916	Albinism	disease	C16;C18;C11;C17	Disease or Syndrome	0.30	1	2002	2014	   3	   0	GENOMICS_ENGLAND
     1130	LYST	0.621	0.692	C0007965	Chediak-Higashi Syndrome	disease	C16;C11;C20;C15	Disease or Syndrome	1.00	0.982	1968	2019	  12	  10	CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
     1130	LYST	0.621	0.692	C0037772	Spastic Paraplegia	disease	C23;C10	Disease or Syndrome	0.31	1	2014	2014	   2	   0	GENOMICS_ENGLAND
     1130	LYST	0.621	0.692	C0242422	Parkinsonian Disorders	group	C10	Disease or Syndrome	0.30	1	2002	2014	   3	   0	GENOMICS_ENGLAND
     1130	LYST	0.621	0.692	C4304022	Attenuated Chédiak-Higashi syndrome	disease	C16;C11;C20;C15	Disease or Syndrome	0.30	1	2013	2013	   1	   0	ORPHANET
     1130	LYST	0.621	0.692	C4721453	Peripheral Nervous System Diseases	group	C10	Disease or Syndrome	0.40	1	2002	2014	   3	   0	GENOMICS_ENGLAND
     1131	CHRM3	0.464	0.885	C0003962	Ascites	phenotype	C23	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1131	CHRM3	0.464	0.885	C0005686	Urinary Bladder Diseases	group	C13;C12	Disease or Syndrome	0.32	1	2011	2019	   1	   0	CTD_human
     1131	CHRM3	0.464	0.885	C0010417	Cryptorchidism	disease	C16;C12;C19	Congenital Abnormality	0.40	1	2011	2011	   1	   0	CTD_human
     1131	CHRM3	0.464	0.885	C0019193	Hepatitis, Toxic	disease	C06;C25	Injury or Poisoning	0.30	1	2010	2010	   1	   0	CTD_human
     1131	CHRM3	0.464	0.885	C0023890	Liver Cirrhosis	disease	C23;C06	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1131	CHRM3	0.464	0.885	C0033770	Prune Belly Syndrome	disease	C16	Disease or Syndrome	0.65	1	2011	2019	   1	   1	CTD_human;ORPHANET
     1131	CHRM3	0.464	0.885	C0239946	Fibrosis, Liver	disease	C23;C06	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1131	CHRM3	0.464	0.885	C0265363	Urethral obstruction sequence	disease	C23;C16;C13;C12;C14	Disease or Syndrome	0.30	1	2011	2011	   1	   0	ORPHANET
     1131	CHRM3	0.464	0.885	C0431663	Bilateral Cryptorchidism	disease	C16;C12;C19	Congenital Abnormality	0.30	1	2011	2011	   1	   0	CTD_human
     1131	CHRM3	0.464	0.885	C0431664	Unilateral Cryptorchidism	disease	C16;C12;C19	Congenital Abnormality	0.30	1	2011	2011	   1	   0	CTD_human
     1131	CHRM3	0.464	0.885	C0860207	Drug-Induced Liver Disease	phenotype	C06;C25	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1131	CHRM3	0.464	0.885	C1262760	Hepatitis, Drug-Induced	disease	C06;C25	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1131	CHRM3	0.464	0.885	C1563730	Abdominal Cryptorchidism	disease	C16;C12;C19	Congenital Abnormality	0.30	1	2011	2011	   1	   0	CTD_human
     1131	CHRM3	0.464	0.885	C1563731	Inguinal Cryptorchidism	phenotype	C16;C12;C19	Finding	0.30	1	2011	2011	   1	   0	CTD_human
     1131	CHRM3	0.464	0.885	C3658290	Drug-Induced Acute Liver Injury	disease	C06;C25	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1131	CHRM3	0.464	0.885	C4277682	Chemical and Drug Induced Liver Injury	disease	C06;C25	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1131	CHRM3	0.464	0.885	C4279912	Chemically-Induced Liver Toxicity	disease	C06;C25	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0007398	Catatonia	disease	C23;C10;F01	Mental or Behavioral Dysfunction	0.30	1	2004	2004	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0036341	Schizophrenia	disease	F03	Mental or Behavioral Dysfunction	0.36	1	2002	2019	   2	   0	PSYGENET
     1132	CHRM4	0.821	0.231	C0040822	Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0040827	Saturnine Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0149840	Senile Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0234370	Persistent Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0234371	Continuous Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0234372	Intermittent Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0234373	Fine Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0234374	Coarse Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0234375	Massive Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0234376	Action Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0234377	Passive Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0234378	Static Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0234379	Resting Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0234381	Darkness Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0235078	Tremor, Perioral	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0235081	Tremor, Limb	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0235082	Tremor, Muscle	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0235083	Nerve Tremors	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0235843	Tremor, Neonatal	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0338650	Catatonia, Organic	phenotype	C23;C10;F01	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0750992	Catatonia, Malignant	disease	C23;C10;F01	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0750993	Schizophreniform Catatonia	phenotype	C23;C10;F01	Mental or Behavioral Dysfunction	0.30	1	2004	2004	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0751564	Pill Rolling Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C0751565	Tremor, Semirhythmic	phenotype	C23;C10	Finding	0.30	1	1999	1999	   1	   0	CTD_human
     1132	CHRM4	0.821	0.231	C1527384	Involuntary Quiver	phenotype	C23;C10	Sign or Symptom	0.30	1	1999	1999	   1	   0	CTD_human
     1133	CHRM5	0.769	0.346	C0009171	Cocaine Abuse	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2003	2003	   1	   0	CTD_human
     1133	CHRM5	0.769	0.346	C0024809	Marijuana Abuse	disease	C25;F03	Mental or Behavioral Dysfunction	0.31	1	2007	2007	   1	   0	PSYGENET
     1133	CHRM5	0.769	0.346	C0036341	Schizophrenia	disease	F03	Mental or Behavioral Dysfunction	0.31	1	2004	2004	   1	   0	PSYGENET
     1133	CHRM5	0.769	0.346	C0038587	Substance Withdrawal Syndrome	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2002	2002	   1	   0	CTD_human
     1133	CHRM5	0.769	0.346	C0086189	Drug Withdrawal Symptoms	phenotype	C25;F03	Sign or Symptom	0.30	1	2002	2002	   1	   0	CTD_human
     1133	CHRM5	0.769	0.346	C0087169	Withdrawal Symptoms	phenotype	C25;F03	Sign or Symptom	0.30	1	2002	2002	   1	   0	CTD_human
     1133	CHRM5	0.769	0.346	C0236736	Cocaine-Related Disorders	group	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2003	2003	   1	   0	CTD_human
     1133	CHRM5	0.769	0.346	C0600427	Cocaine Dependence	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2003	2003	   1	   0	CTD_human
     1134	CHRNA1	0.615	0.577	C0016059	Fibrosis	phenotype	C23	Pathologic Function	0.30	1	2009	2009	   1	   0	CTD_human
     1134	CHRNA1	0.615	0.577	C1623038	Cirrhosis	disease	C23	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
     1134	CHRNA1	0.615	0.577	C1837122	Myasthenic Syndrome, Congenital, Fast-Channel	disease	C16;C10	Disease or Syndrome	0.30				   0	   0	CTD_human
     1134	CHRNA1	0.615	0.577	C1854678	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE	disease	C23;C16;C17	Disease or Syndrome	0.70	1	1982	2018	   2	   3	CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
     1134	CHRNA1	0.615	0.577	C2931107	Myasthenic syndrome, congenital, postsynaptic slow-channel	disease	C16;C10	Disease or Syndrome	0.30				   0	   0	CTD_human
     1134	CHRNA1	0.615	0.577	C4084823	MYASTHENIC SYNDROME, CONGENITAL, 1A, SLOW-CHANNEL	disease		Disease or Syndrome	0.60	1	1995	2006	   6	   8	GENOMICS_ENGLAND;UNIPROT
     1134	CHRNA1	0.615	0.577	C4225405	MYASTHENIC SYNDROME, CONGENITAL, 1B, FAST-CHANNEL	disease		Disease or Syndrome	0.60	1	1999	2004	   3	   4	GENOMICS_ENGLAND;UNIPROT
     1135	CHRNA2	0.705	0.385	C0005586	Bipolar Disorder	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2005	2009	   2	   0	PSYGENET
     1135	CHRNA2	0.705	0.385	C0011570	Mental Depression	disease	F01	Mental or Behavioral Dysfunction	0.30	1	2009	2009	   1	   0	PSYGENET
     1135	CHRNA2	0.705	0.385	C0011581	Depressive disorder	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2009	2009	   1	   0	PSYGENET
     1135	CHRNA2	0.705	0.385	C0024121	Lung Neoplasms	group	C04;C08	Neoplastic Process	0.30	1	2017	2017	   1	   0	CTD_human
     1135	CHRNA2	0.705	0.385	C0242379	Malignant neoplasm of lung	disease	C04;C08	Neoplastic Process	0.30	1	2017	2017	   1	   0	CTD_human
     1135	CHRNA2	0.705	0.385	C1835905	Epilepsy, Nocturnal Frontal Lobe, Type 4	disease	C10;F03	Disease or Syndrome	0.70	1	2006	2015	   2	   3	CTD_human;GENOMICS_ENGLAND;UNIPROT
     1135	CHRNA2	0.705	0.385	C3696898	Autosomal Dominant Nocturnal Frontal Lobe Epilepsy	disease	C10	Disease or Syndrome	0.48	1	2006	2015	   1	   1	ORPHANET
     1136	CHRNA3	0.588	0.692	C0001956	Alcohol Use Disorder	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2009	2009	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.53	1	2009	2014	   4	   0	CTD_human;PSYGENET
     1136	CHRNA3	0.588	0.692	C0013363	Dysautonomia	disease	C10	Disease or Syndrome	0.31	1	2019	2019	   1	   0	GENOMICS_ENGLAND
     1136	CHRNA3	0.588	0.692	C0022333	Jacksonian Seizure	disease	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0024121	Lung Neoplasms	group	C04;C08	Neoplastic Process	0.32	1	2008	2008	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0028043	Nicotine Dependence	disease	C25;F03	Mental or Behavioral Dysfunction	0.50	1	2008	2018	   1	   1	CTD_human
     1136	CHRNA3	0.588	0.692	C0036341	Schizophrenia	disease	F03	Mental or Behavioral Dysfunction	0.42	1	2010	2019	   1	   7	PSYGENET
     1136	CHRNA3	0.588	0.692	C0036572	Seizures	phenotype	C23;C10	Sign or Symptom	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0040332	Tobacco Dependence	disease	C25;F03	Mental or Behavioral Dysfunction	0.33	1	2009	2014	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0085762	Alcohol abuse	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2009	2009	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0149958	Complex partial seizures	disease	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0234533	Generalized seizures	disease	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0234535	Clonic Seizures	disease	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0242379	Malignant neoplasm of lung	disease	C04;C08	Neoplastic Process	0.50	1	2008	2020	   1	   6	CTD_human
     1136	CHRNA3	0.588	0.692	C0270824	Visual seizure	disease	C23;C10	Disease or Syndrome	0.50	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0270844	Tonic Seizures	phenotype	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0270846	Epileptic drop attack	disease	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0376384	Nicotine Use Disorder	phenotype	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2009	2009	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0422850	Seizures, Somatosensory	phenotype	C23;C10	Pathologic Function	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0422852	Seizures, Auditory	phenotype	C23;C10	Pathologic Function	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0422853	Olfactory seizure	phenotype	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0422854	Gustatory seizure	phenotype	C23;C10	Sign or Symptom	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0422855	Vertiginous seizure	phenotype	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0494475	Tonic - clonic seizures	disease	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0600427	Cocaine Dependence	disease	C25;F03	Mental or Behavioral Dysfunction	0.31	1	2008	2014	   2	   0	PSYGENET
     1136	CHRNA3	0.588	0.692	C0751056	Non-epileptic convulsion	phenotype	C23;C10	Sign or Symptom	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0751110	Single Seizure	disease	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0751123	Atonic Absence Seizures	phenotype	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0751494	Convulsive Seizures	phenotype	C23;C10	Sign or Symptom	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0751495	Seizures, Focal	phenotype	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C0751496	Seizures, Sensory	phenotype	C23;C10	Sign or Symptom	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C1861063	TOBACCO ADDICTION, SUSCEPTIBILITY TO (finding)	phenotype		Finding	0.30	1	2010	2010	   2	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C1968949	Cakut	disease	C16;C13;C12	Disease or Syndrome	0.31	1	2019	2019	   1	   0	GENOMICS_ENGLAND
     1136	CHRNA3	0.588	0.692	C3495874	Nonepileptic Seizures	phenotype	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C4048158	Convulsions	phenotype	C23;C10	Sign or Symptom	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C4316903	Absence Seizures	phenotype	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C4317109	Epileptic Seizures	phenotype	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C4317123	Myoclonic Seizures	phenotype	C23;C10	Sign or Symptom	0.30	1	2004	2004	   1	   0	CTD_human
     1136	CHRNA3	0.588	0.692	C4505436	Generalized Absence Seizures	phenotype	C23;C10	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
     1137	CHRNA4	0.492	0.808	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.33	1	2005	2019	   4	   0	PSYGENET
     1137	CHRNA4	0.492	0.808	C0004352	Autistic Disorder	disease	F03	Mental or Behavioral Dysfunction	0.31	1	2004	2004	   1	   0	CTD_human
     1137	CHRNA4	0.492	0.808	C0008073	Developmental Disabilities	group	F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1137	CHRNA4	0.492	0.808	C0009171	Cocaine Abuse	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2012	2012	   1	   0	PSYGENET
     1137	CHRNA4	0.492	0.808	C0011570	Mental Depression	disease	F01	Mental or Behavioral Dysfunction	0.34	1	2008	2019	   3	   0	PSYGENET
     1137	CHRNA4	0.492	0.808	C0011581	Depressive disorder	disease	F03	Mental or Behavioral Dysfunction	0.34	1	2008	2019	   3	   0	PSYGENET
     1137	CHRNA4	0.492	0.808	C0013421	Dystonia	phenotype	C23;C10	Sign or Symptom	0.30	1	2009	2009	   1	   0	CTD_human
