dis_doid	dis_name	numgenes_AlteredExpression	numgenes_Biomarker	numgenes_GenomicAlterations	numgenes_PosttranslationalModification	numgenes_Therapeutic	numgenes_dir	numgenes_prop
DOID:0111072	myostatin-related muscle hypertrophy	0	1	2	0	0	2	2
DOID:0111070	congenital bile acid synthesis defect 3	0	2	1	0	0	2	2
DOID:0111059	Bernard-Soulier syndrome type A2	0	1	2	0	0	2	2
DOID:0070229	error	0	1	2	0	0	2	2
DOID:0070272	error	0	1	2	0	0	2	2
DOID:0110891	inflammatory bowel disease 3	0	1	1	0	0	2	2
DOID:0110909	inflammatory bowel disease 25	1	1	1	0	0	2	2
DOID:0070256	error	0	2	1	0	0	2	2
DOID:0110920	hereditary spherocytosis type 5	0	2	1	0	0	2	2
DOID:0110923	familial hemophagocytic lymphohistiocytosis 3	1	2	1	0	0	2	2
DOID:0070250	error	0	1	2	0	0	2	2
DOID:0110928	nemaline myopathy 2	0	1	2	0	0	2	2
DOID:0070243	error	0	1	2	0	0	2	2
DOID:0110936	nemaline myopathy 5	0	1	2	0	0	2	2
DOID:0070236	error	0	1	2	0	0	2	2
DOID:0110942	autosomal recessive osteopetrosis 1	0	2	1	0	0	2	2
DOID:0110943	autosomal recessive osteopetrosis 2	0	1	2	0	0	2	2
DOID:0070224	error	0	2	1	0	0	2	2
DOID:0111047	platelet-type bleeding disorder 14	0	2	1	0	0	2	2
DOID:0110955	Waardenburg syndrome type 4C	0	1	2	0	0	2	2
DOID:0110975	brachydactyly type B2	0	1	2	0	0	2	2
DOID:0110982	Joubert syndrome 13	0	1	2	0	0	2	2
DOID:0110984	Joubert syndrome 15	0	1	2	0	0	3	2
DOID:0070206	error	0	1	2	0	0	2	2
DOID:0070201	error	0	1	2	0	0	2	2
DOID:0070188	error	0	0	2	0	0	2	2
DOID:0110997	Joubert syndrome 28	0	1	2	0	0	2	2
DOID:0070176	error	0	1	2	0	0	2	2
DOID:0111004	Joubert syndrome 9	0	1	2	0	0	2	2
DOID:0070172	error	0	1	2	0	0	2	2
DOID:0111022	cone-rod dystrophy 16	0	2	1	0	0	3	2
DOID:0070151	hereditary sensory and autonomic neuropathy type 6	0	1	2	0	0	4	2
DOID:0111222	error	0	1	2	0	0	2	2
DOID:0070017	autosomal recessive dyskeratosis congenita 2	0	1	2	0	0	2	2
DOID:0070275	error	0	1	2	0	0	2	2
DOID:0111234	error	0	1	2	0	0	2	2
DOID:0111388	error	0	1	1	0	0	5	2
DOID:0111400	error	0	1	2	0	0	2	2
DOID:0111403	error	0	1	2	0	0	2	2
DOID:0111404	error	1	2	1	0	0	2	2
DOID:0060750	familial temporal lobe epilepsy 3	0	1	1	0	0	3	2
DOID:0060732	chromosome 9p deletion syndrome	0	2	0	0	0	6	2
DOID:0060720	autosomal recessive congenital ichthyosis 11	0	1	1	0	0	2	2
DOID:0060694	Cayman type cerebellar ataxia	0	1	1	0	0	2	2
DOID:0111416	error	0	1	2	0	0	2	2
DOID:0060686	autosomal dominant nocturnal frontal lobe epilepsy 5	0	1	2	0	0	2	2
DOID:0111422	error	1	1	1	0	0	2	2
DOID:0060684	autosomal dominant nocturnal frontal lobe epilepsy 3	0	1	2	0	0	2	2
DOID:0060653	lethal congenital contracture syndrome 3	0	1	2	0	0	2	2
DOID:0060650	dicarboxylic aminoaciduria	0	1	2	0	0	2	2
DOID:0060638	neonatal diabetes mellitus with congenital hypothyroidism	1	1	1	0	0	2	2
DOID:0060613	X-linked cleft palate with or without ankyloglossia	1	2	1	0	0	9	2
DOID:0060612	abdominal obesity-metabolic syndrome 3	0	1	2	0	0	2	2
DOID:0111442	error	0	1	2	0	0	2	2
DOID:0060575	3MC syndrome 1	0	2	1	0	0	2	2
DOID:0060563	Char syndrome	0	1	2	0	0	2	2
DOID:0060562	anomalous left coronary artery from the pulmonary artery	0	0	2	0	0	2	2
DOID:0060559	lethal congenital contracture syndrome 1	0	2	1	0	0	2	2
DOID:0111451	error	0	1	2	0	0	2	2
DOID:0060546	Hermansky-Pudlak syndrome 8	0	1	2	0	0	2	2
DOID:0111455	error	0	2	1	0	0	2	2
DOID:0060544	Hermansky-Pudlak syndrome 6	0	2	1	0	0	2	2
DOID:0060542	Hermansky-Pudlak syndrome 4	0	2	1	0	0	2	2
DOID:0060481	Goldberg-Shprintzen syndrome	1	1	2	0	0	2	2
DOID:0060453	Reis-Bucklers corneal dystrophy	0	2	2	0	0	2	2
DOID:0060753	familial temporal lobe epilepsy 4	0	0	2	0	0	2	2
DOID:0111384	error	0	1	1	0	0	2	2
DOID:0111383	error	0	1	2	0	0	2	2
DOID:0060834	Griscelli syndrome type 3	0	2	2	0	0	2	2
DOID:0070014	autosomal dominant dyskeratosis congenita 1	0	1	2	0	0	2	2
DOID:0111238	error	0	2	1	0	0	2	2
DOID:0070013	Seckel syndrome 2	0	2	1	0	0	2	2
DOID:0070012	Seckel syndrome 5	0	1	2	0	0	2	2
DOID:0111248	error	0	1	2	0	0	2	2
DOID:0111261	error	0	2	1	0	0	6	2
DOID:0060911	karyomegalic interstitial nephritis	0	1	2	0	0	9	2
DOID:0060900	autosomal recessive Parkinson's disease 14	0	1	2	0	0	2	2
DOID:0111270	error	0	1	2	0	0	4	2
DOID:0111295	error	0	1	2	0	0	2	2
DOID:0060867	macrocephaly-autism syndrome	0	1	2	0	0	2	2
DOID:0060848	early infantile epileptic encephalopathy 9	0	1	2	0	0	2	2
DOID:0111305	error	0	2	1	0	0	2	2
DOID:0111314	error	0	2	1	0	0	2	2
DOID:0111374	error	0	2	2	0	0	2	2
DOID:0111327	error	0	1	1	0	0	2	2
DOID:0111330	error	1	1	1	0	0	2	2
DOID:0060797	hypomyelinating leukodystrophy 8 with or without oligodontia and-or hypogonadotropic hypogonadism	0	1	1	0	0	15	2
DOID:0060792	hypomyelinating leukodystrophy 11	0	1	1	0	0	15	2
DOID:0111349	error	0	1	2	0	0	2	2
DOID:0111352	error	0	1	2	0	0	2	2
DOID:0060781	congenital secretory sodium diarrhea 3	0	1	1	0	0	20	2
DOID:0060780	congenital diarrhea 6	0	1	1	0	0	5	2
DOID:0060779	congenital malabsorptive diarrhea 4	0	1	1	0	0	3	2
DOID:0111362	error	0	1	2	0	0	2	2
DOID:0060778	congenital diarrhea 7 with exudative enteropathy	0	1	1	0	0	3	2
DOID:0060777	congenital secretory sodium diarrhea 8	0	1	1	0	0	20	2
DOID:0060755	familial temporal lobe epilepsy 2	0	0	2	0	0	2	2
DOID:0110872	holoprosencephaly 2	1	1	2	0	0	2	2
DOID:0110866	congenital stationary night blindness 1H	0	0	2	0	0	2	2
DOID:0060450	Lisch epithelial corneal dystrophy	0	2	1	0	0	2	2
DOID:0110189	Leber congenital amaurosis 15	0	2	1	0	0	43	2
DOID:0080587	error	0	2	1	0	0	2	2
DOID:0080590	error	0	2	2	0	0	2	2
DOID:0090009	immunodeficiency-centromeric instability-facial anomalies syndrome 2	0	1	2	0	0	2	2
DOID:0090010	immunodeficiency-centromeric instability-facial anomalies syndrome 3	0	1	1	0	0	2	2
DOID:0090011	immunodeficiency-centromeric instability-facial anomalies syndrome 4	0	1	1	0	0	2	2
DOID:3530	chronic wasting disease	1	1	2	0	0	2	2
DOID:0080271	nephrotic syndrome 15	0	1	2	0	0	2	2
DOID:0090044	dystonia 9	0	1	1	0	0	2	2
DOID:0090051	dystonia 23	0	1	1	0	0	2	2
DOID:0090052	dystonia 24	0	1	1	0	0	2	2
DOID:0090059	enhanced S-cone syndrome	1	1	1	0	0	14	2
DOID:0090120	hereditary neutrophilia	0	1	2	0	0	2	2
DOID:0090125	COL4A1-related familial vascular leukoencephalopathy	0	2	1	0	0	2	2
DOID:0090134	complex cortical dysplasia with other brain malformations 3	0	1	2	0	0	2	2
DOID:0090138	complex cortical dysplasia with other brain malformations 4	0	1	2	0	0	2	2
DOID:0090140	cortisone reductase deficiency 2	0	1	2	0	0	2	2
DOID:0090144	Donnai-Barrow syndrome	0	1	2	0	0	2	2
DOID:0110007	achromatopsia 2	0	1	2	0	0	2	2
DOID:0080248	erythrokeratodermia variabilis et progressiva 2	0	1	2	0	0	2	2
DOID:0110012	advanced sleep phase syndrome 2	0	2	1	0	0	2	2
DOID:0110015	age related macular degeneration 2	0	1	2	0	0	2	2
DOID:0110026	age related macular degeneration 14	0	2	0	0	0	2	2
DOID:0110032	autosomal dominant Alport syndrome	0	1	1	0	0	6	2
DOID:0110040	Alzheimer's disease 4	0	2	1	0	0	2	2
DOID:0110050	Alzheimer's disease 18	0	1	2	0	0	2	2
DOID:0110068	FTDALS3	0	1	2	0	0	2	2
DOID:0110079	Leber congenital amaurosis 8	0	2	1	0	0	43	2
DOID:0110098	atopic dermatitis 2	0	1	2	0	0	2	2
DOID:0110118	Leber congenital amaurosis 16	0	1	2	0	0	44	2
DOID:0080576	error	0	1	2	0	0	2	2
DOID:0080286	spinocerebellar ataxia 44	0	1	2	0	0	2	2
DOID:0080572	error	0	2	1	0	0	2	2
DOID:0080349	error	2	2	1	0	0	2	2
DOID:0080424	error	0	1	2	0	0	2	2
DOID:0080437	error	0	1	2	0	0	2	2
DOID:0080410	error	1	1	1	0	0	6	2
DOID:0080445	error	0	1	2	0	0	2	2
DOID:0080448	error	0	1	2	0	0	2	2
DOID:0080399	error	0	2	1	0	0	2	2
DOID:0080457	error	0	2	1	0	0	2	2
DOID:0080459	error	0	1	2	0	0	2	2
DOID:0080470	error	1	1	1	0	0	19	2
DOID:0080358	error	0	1	2	0	0	2	2
DOID:0080353	error	0	2	1	0	0	2	2
DOID:0080480	error	1	1	1	0	0	2	2
DOID:0080481	error	0	1	2	0	0	2	2
DOID:0080489	error	1	1	2	0	0	2	2
DOID:0080567	error	0	1	2	0	0	2	2
DOID:0080345	error	0	1	2	0	0	2	2
DOID:0080342	error	0	1	2	0	0	2	2
DOID:0080501	error	1	1	2	0	0	2	2
DOID:0080328	error	0	1	2	0	0	2	2
DOID:0080318	error	0	1	2	0	0	2	2
DOID:0080527	error	0	1	2	0	0	2	2
DOID:0080528	error	0	1	1	0	0	2	2
DOID:0080536	error	0	2	1	0	0	2	2
DOID:0080538	error	0	2	1	0	0	2	2
DOID:0080542	error	0	1	2	0	0	2	2
DOID:0080558	error	0	2	1	0	0	2	2
DOID:0080560	error	0	2	1	0	0	2	2
DOID:0080564	error	0	1	2	0	0	2	2
DOID:0110121	Axenfeld-Rieger syndrome type 2	0	2	0	0	0	6	2
DOID:0080226	autosomal dominant mental retardation 56	0	1	2	0	0	2	2
DOID:0070280	error	0	1	2	0	0	2	2
DOID:0080224	autosomal dominant dystrophic epidermolysis bullosa	0	2	1	1	0	3	2
DOID:0110659	congenital myasthenic syndrome 7	0	2	1	0	0	2	2
DOID:0080056	achondrogenesis type II	1	1	1	0	0	3	2
DOID:0080044	hypochondrogenesis	1	1	1	0	0	2	2
DOID:0110671	congenital myasthenic syndrome 6	0	2	1	0	0	2	2
DOID:0110672	congenital myasthenic syndrome 21	0	1	2	0	0	2	2
DOID:0070331	error	0	2	1	0	0	2	2
DOID:0070316	error	0	1	2	0	0	2	2
DOID:0070315	error	0	0	2	0	0	2	2
DOID:0110677	congenital myasthenic syndrome 4B	0	1	2	0	0	2	2
DOID:0110678	congenital myasthenic syndrome 4A	0	1	2	0	0	2	2
DOID:0070308	error	2	1	0	0	0	2	2
DOID:0110683	congenital myasthenic syndrome 18	0	1	2	0	0	2	2
DOID:0110705	hypotrichosis 8	0	1	2	0	0	13	2
DOID:0110710	hypotrichosis 13	0	1	2	0	0	2	2
DOID:0110712	Oguchi disease-1	0	2	1	0	0	2	2
DOID:0070299	error	0	1	2	0	0	2	2
DOID:0110717	Warburg micro syndrome 2	1	1	1	0	0	171	2
DOID:0110718	Warburg micro syndrome 3	1	1	1	0	0	170	2
DOID:0110719	Warburg micro syndrome 4	1	1	1	0	0	170	2
DOID:0110736	neurodegeneration with brain iron accumulation 2b	1	1	1	0	0	22	2
DOID:0070291	error	0	2	1	0	0	2	2
DOID:0110740	neurodegeneration with brain iron accumulation 6	1	1	1	0	0	23	2
DOID:0070287	error	0	2	1	0	0	2	2
DOID:0110802	hereditary spastic paraplegia 50	0	1	2	0	0	6	2
DOID:0110842	Usher syndrome type 3B	0	1	2	0	0	44	2
DOID:0110852	rhizomelic chondrodysplasia punctata type 2	1	1	1	0	0	16	2
DOID:0110853	rhizomelic chondrodysplasia punctata type 3	1	1	1	0	0	16	2
DOID:0110856	posterior polymorphous corneal dystrophy 2	0	2	1	0	0	3	2
DOID:0110857	posterior polymorphous corneal dystrophy 3	0	2	1	0	0	3	2
DOID:0110658	congenital myasthenic syndrome 15	0	1	2	0	0	2	2
DOID:0110440	dilated cardiomyopathy 1J	0	1	2	0	0	2	2
DOID:0110419	retinitis pigmentosa with or without situs inversus	0	1	2	0	0	43	2
DOID:0080118	mitochondrial complex III deficiency nuclear type 9	0	1	2	0	0	2	2
DOID:0080223	epidermolytic palmoplantar keratoderma	0	2	1	1	0	18	2
DOID:0080214	punctate palmoplantar keratoderma type 1A	0	1	2	0	0	2	2
DOID:0080209	sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay	1	1	2	0	0	2	2
DOID:0080194	Carey-Fineman-Ziter syndrome	0	1	2	0	0	2	2
DOID:0110315	hypertrophic cardiomyopathy 9	0	1	2	0	0	2	2
DOID:0080163	otulipenia	0	2	1	0	0	2	2
DOID:0080133	multiple mitochondrial dysfunctions syndrome 1	0	2	1	0	0	2	2
DOID:0110324	hypertrophic cardiomyopathy 18	0	1	2	0	0	2	2
DOID:0080129	mitochondrial DNA depletion syndrome 11	0	1	2	0	0	2	2
DOID:0080128	mitochondrial DNA depletion syndrome 9	0	1	2	0	0	2	2
DOID:0110329	Leber congenital amaurosis 6	0	1	2	0	0	43	2
DOID:0080127	mitochondrial DNA depletion syndrome 8a	0	2	1	0	0	2	2
DOID:0080124	mitochondrial DNA depletion syndrome 5	0	1	2	0	0	3	2
DOID:0110363	retinitis pigmentosa 71	0	1	2	0	0	44	2
DOID:0110412	retinitis pigmentosa 23	0	1	2	0	0	43	2
DOID:0080111	mitochondrial complex III deficiency nuclear type 1	0	2	1	0	0	2	2
DOID:0080108	myoglobinuria	0	1	1	0	0	19	2
DOID:0080107	microcephaly and chorioretinopathy 3	0	1	2	0	0	2	2
DOID:0110366	retinitis pigmentosa 33	0	2	1	0	0	44	2
DOID:0110373	retinitis pigmentosa 61	0	1	2	0	0	43	2
DOID:0110374	retinitis pigmentosa 68	0	1	2	0	0	44	2
DOID:0080098	myofibrillar myopathy 7	0	0	2	0	0	2	2
DOID:0110377	retinitis pigmentosa 49	0	1	2	0	0	44	2
DOID:0110380	retinitis pigmentosa 62	0	1	2	0	0	44	2
DOID:0110381	retinitis pigmentosa 14	0	2	1	0	0	43	2
DOID:0110383	retinitis pigmentosa 7	0	1	2	0	0	46	2
DOID:0110402	retinitis pigmentosa 45	0	2	1	0	0	44	2
DOID:0110405	retinitis pigmentosa 36	0	1	2	0	0	44	2
DOID:0060452	posterior amorphous corneal dystrophy	0	2	1	0	0	6	2
DOID:0070091	schizophrenia 15	0	1	2	0	0	2	2
DOID:0060447	epithelial basement membrane dystrophy	0	2	1	0	0	2	2
DOID:2766	ethmoid sinus adenocarcinoma	0	2	0	0	0	2	2
DOID:11338	tetanus	0	1	1	0	0	2	2
DOID:0060178	familial hemiplegic migraine	0	2	0	0	0	2	2
DOID:0060177	homocarnosinosis	0	1	1	0	0	2	2
DOID:0060174	GABA aminotransferase deficiency	0	1	2	0	0	2	2
DOID:0050660	Beare-Stevenson cutis gyrata syndrome	0	2	1	0	0	2	2
DOID:0060168	histidinemia	1	1	2	0	0	2	2
DOID:0060127	gamma heavy chain disease	0	2	0	0	0	2	2
DOID:1786	adrenal rest tumor	1	1	0	0	0	2	2
DOID:11401	xanthogranulomatous pyelonephritis	0	2	0	0	0	2	2
DOID:1761	Melkersson-Rosenthal syndrome	0	1	1	0	0	2	2
DOID:11486	Horner's syndrome	0	2	0	0	0	2	2
DOID:0060065	pyridoxine-refractory autosomal recessive sideroblastic anemia	0	2	1	0	0	2	2
DOID:0060062	familial juvenile hyperuricemic nephropathy	0	2	1	0	0	7	2
DOID:0050682	Athabaskan brainstem dysgenesis syndrome	0	1	2	0	0	2	2
DOID:11572	Listeria meningitis	0	2	0	0	0	2	2
DOID:0060021	DNA ligase IV deficiency	0	1	2	0	0	2	2
DOID:0050692	Brody myopathy	0	1	2	0	0	2	2
DOID:0060020	reticular dysgenesis	0	2	1	0	0	2	2
DOID:1578	pulmonary systemic sclerosis	1	1	0	0	0	2	2
DOID:0050712	AGAT deficiency	1	2	2	0	0	2	2
DOID:11824	multicentric reticulohistiocytosis	1	1	0	0	0	2	2
DOID:0050715	methylmalonic aciduria and homocystinuria type cblC	0	2	1	0	0	2	2
DOID:0050999	autosomal recessive spinocerebellar ataxia 10	0	1	2	0	0	2	2
DOID:0050659	biotin-responsive basal ganglia disease	1	1	2	0	0	2	2
DOID:2044	drug-induced hepatitis	0	2	0	0	0	2	2
DOID:11267	keratomalacia	0	1	1	0	0	2	2
DOID:0050603	acheiropody	0	1	2	0	0	2	2
DOID:10250	louping ill	0	0	2	0	0	2	2
DOID:0060272	pontocerebellar hypoplasia type 3	0	2	1	0	0	2	2
DOID:0050577	Sensenbrenner syndrome	0	1	2	0	0	10	2
DOID:10587	Krabbe disease	1	2	2	0	0	35	2
DOID:2704	malignant giant cell tumor of the tendon sheath	0	0	2	0	0	2	2
DOID:10778	fiedler's myocarditis	2	0	0	0	0	2	2
DOID:0060268	pontocerebellar hypoplasia type 2B	0	1	2	0	0	7	2
DOID:10817	sexual sadism	0	2	0	0	0	2	2
DOID:0060244	specific language impairment	0	1	1	0	0	2	2
DOID:10842	Murray Valley encephalitis	0	0	2	0	0	2	2
DOID:10931	dependent personality disorder	0	1	1	0	0	2	2
DOID:11262	ornithosis	1	1	1	0	0	3	2
DOID:10934	multiple personality disorder	0	2	0	0	0	2	2
DOID:0050640	anauxetic dysplasia 1	1	2	2	0	0	2	2
DOID:2235	prothrombin deficiency	1	2	1	0	0	3	2
DOID:0060211	amyotrophic lateral sclerosis type 20	0	1	2	0	0	2	2
DOID:10997	immature cataract	0	2	0	0	0	2	2
DOID:223	basilar artery insufficiency	0	0	2	0	0	2	2
DOID:2112	cystoisosporiasis	1	1	0	0	0	5	2
DOID:0050649	atransferrinemia	0	1	2	0	0	3	2
DOID:2093	vulvar melanoma	2	0	0	0	0	2	2
DOID:2079	eccrine mixed tumor of skin	0	2	0	0	0	2	2
DOID:11975	coloboma of optic nerve	0	1	1	0	0	35	2
DOID:12016	frontal lobe neoplasm	0	2	0	0	0	2	2
DOID:12117	pulmonary alveolar microlithiasis	1	1	1	0	0	2	2
DOID:0050858	Marshall-Smith syndrome	0	1	2	0	0	2	2
DOID:14092	renal artery atheroma	0	2	0	0	0	2	2
DOID:0050809	mucopolysaccharidosis IX	0	2	1	0	0	2	2
DOID:0050973	spinocerebellar ataxia type 23	0	1	2	0	0	2	2
DOID:0060446	X-linked endothelial corneal dystrophy	0	2	1	0	0	2	2
DOID:13003	vertebrobasilar insufficiency	0	0	2	0	0	2	2
DOID:0050814	temtamy preaxial brachydactyly syndrome	0	1	2	0	0	2	2
DOID:13095	vertebral artery insufficiency	0	0	2	0	0	2	2
DOID:13097	intracranial arteriosclerosis	0	1	1	0	0	2	2
DOID:0050972	spinocerebellar ataxia type 21	1	1	2	0	0	2	2
DOID:0050971	spinocerebellar ataxia type 20	0	0	2	0	0	2	2
DOID:13431	bejel	0	1	1	0	0	2	2
DOID:12900	Mikulicz disease	1	1	0	0	0	2	2
DOID:0050970	spinocerebellar ataxia type 19/22	0	1	2	0	0	2	2
DOID:1350	paranasal sinus neoplasm	1	1	0	0	0	1	2
DOID:13585	alveolar periostitis	0	2	0	0	0	2	2
DOID:1373	endometrial stromal nodule	0	1	2	0	0	2	2
DOID:0050961	spinocerebellar ataxia type 11	0	1	2	0	0	2	2
DOID:0050944	spastic ataxia 5	0	1	2	0	0	2	2
DOID:0050883	infantile cerebellar-retinal degeneration	0	1	2	0	0	2	2
DOID:13866	multiple cranial nerve palsy	0	2	0	0	0	2	2
DOID:13918	somatization disorder	0	1	1	0	0	2	2
DOID:13929	lacrimal duct obstruction	0	2	0	0	0	2	2
DOID:12901	necrotizing sialometaplasia	1	1	0	0	0	2	2
DOID:12899	benign lymphoepithelial lesion of salivary gland	1	1	0	0	0	2	2
DOID:0050723	PSAT deficiency	0	2	1	0	0	2	2
DOID:0050786	iridogoniodysgenesis syndrome	1	1	1	0	0	3	2
DOID:12168	ulnar nerve lesion	0	2	0	0	0	2	2
DOID:14725	autosomal dominant microcephaly	0	0	2	0	0	2	2
DOID:12318	corneal granular dystrophy	1	2	1	0	0	8	2
DOID:0050995	episodic ataxia type 7	0	0	2	0	0	2	2
DOID:0050762	adenylosuccinase lyase deficiency	1	1	2	0	0	2	2
DOID:1461	cholesterol embolism	0	2	0	0	0	2	2
DOID:0050989	episodic ataxia type 1	1	1	1	0	0	28	2
DOID:0050772	spastic ataxia 1	0	1	2	0	0	2	2
DOID:0050774	rapadilino syndrome	0	1	2	0	0	2	2
DOID:0050775	schneckenbecken dysplasia	0	1	2	0	0	2	2
DOID:14495	dumping syndrome	0	2	0	0	0	2	2
DOID:0050802	Ehlers-Danlos syndrome progeroid type	1	1	1	0	0	9	2
DOID:14422	dipetalonemiasis	0	2	0	0	0	2	2
DOID:14397	protozoal dysentery	0	1	1	0	0	3	2
DOID:14351	Riedel's fibrosing thyroiditis	2	1	0	0	0	2	2
DOID:12707	myoclonic cerebellar dyssynergia	0	1	1	0	0	14	2
DOID:12733	hypercementosis	0	1	1	0	0	2	2
DOID:12782	cicatricial ectropion	0	2	0	0	0	2	2
DOID:14264	benign neonatal seizures	2	1	1	0	0	24	2
DOID:12837	thyroid crisis	0	1	1	0	0	2	2
DOID:14239	gastrointestinal tularemia	0	0	2	0	0	2	2
DOID:14223	ochronosis	1	2	1	0	0	14	2
DOID:2762	bone carcinoma	1	1	0	0	0	2	2
DOID:13963	nuclear senile cataract	0	2	0	0	0	2	2
DOID:0111483	error	0	1	2	0	0	2	2
DOID:0060345	bacillary angiomatosis	0	2	0	0	0	2	2
DOID:0060291	oculodentodigital dysplasia	2	1	1	0	0	12	2
DOID:0060425	chromosome 8q21.11 deletion syndrome	0	2	0	0	0	2	2
DOID:0060424	chromosome 6q24-q25 deletion syndrome	0	1	1	0	0	2	2
DOID:0060308	autosomal recessive non-syndromic intellectual disability	0	1	2	0	0	28	2
DOID:0060419	chromosome 3q29 microdeletion syndrome	0	0	2	0	0	2	2
DOID:0060417	3p- syndrome	0	2	0	0	0	3	2
DOID:10030	interstitial emphysema	0	1	1	0	0	2	2
DOID:0060317	lung abscess	1	0	1	0	0	2	2
DOID:0050266	tungiasis	0	2	0	0	0	2	2
DOID:2929	Newcastle disease	2	0	0	0	0	2	2
DOID:0060415	chromosome 2p16.1-p15 deletion syndrome	0	2	0	0	0	2	2
DOID:2934	aleutian mink disease	0	2	0	0	0	2	2
DOID:0111487	error	0	1	2	0	0	2	2
DOID:0060412	chromosome 1q41-q42 deletion syndrome	0	2	0	0	0	2	2
DOID:0050289	fusariosis	0	2	0	0	0	2	2
DOID:0060411	chromosome 1q21.1 deletion syndrome	0	2	0	0	0	4	2
DOID:3445	scrotal carcinoma	0	2	0	0	0	2	2
DOID:3413	alpha-mannosidosis	1	2	1	0	0	2	2
DOID:296	mixed lacrimal gland cancer	0	2	0	0	0	2	2
DOID:0060390	distal 10q deletion syndrome	0	2	0	0	0	2	2
DOID:0060337	CEDNIK syndrome	0	1	2	0	0	2	2
DOID:0111492	error	0	1	2	0	0	2	2
DOID:0050304	aniseikonia	0	2	0	0	0	2	2
DOID:0050441	mucosulfatidosis	1	1	1	0	0	11	2
DOID:0060402	chromosome 17p13.1 deletion syndrome	0	2	0	0	0	2	2
DOID:0060400	chromosome 16p12.2-p11.2 deletion syndrome	0	2	0	0	0	2	2
DOID:3103	thoracic outlet syndrome	0	1	1	0	0	5	2
DOID:0060432	chromosome 17p13.3 duplication syndrome	0	0	2	0	0	2	2
DOID:3039	cecum adenocarcinoma	1	0	1	0	0	2	2
DOID:3317	hepatic angiomyolipoma	0	1	1	0	0	2	2
DOID:0111476	error	0	1	2	0	0	2	2
DOID:0050529	adult spinal muscular atrophy	0	1	2	0	0	2	2
DOID:0050546	congenital adrenal insufficiency	0	2	1	0	0	2	2
DOID:0050256	angiostrongyliasis	0	2	0	0	0	2	2
DOID:10208	chondroid lipoma	0	2	0	0	0	2	2
DOID:2810	middle lobe syndrome	0	1	1	0	0	2	2
DOID:0060290	blepharophimosis-intellectual disability syndrome, SBBYS type	0	2	1	0	0	2	2
DOID:0060445	congenital stromal corneal dystrophy	0	2	1	0	0	3	2
DOID:0111479	error	0	1	2	0	0	2	2
DOID:0060353	acrofacial dysostosis Cincinnati type	0	2	1	0	0	2	2
DOID:0111510	error	0	1	2	0	0	2	2
DOID:3522	lateral medullary syndrome	0	2	0	0	0	2	2
DOID:3267	mucinous ovarian cystadenoma	0	0	2	0	0	2	2
DOID:0050717	methylmalonic aciduria and homocystinuria type cblF	0	1	1	0	0	1	1
DOID:0050242	primary amebic meningoencephalitis	0	1	0	0	0	1	1
DOID:0080120	mitochondrial DNA depletion syndrome 2	0	1	1	0	0	1	1
DOID:0080130	mitochondrial DNA depletion syndrome 12	0	1	1	0	0	1	1
DOID:7603	fibrosarcomatous osteosarcoma	0	0	1	0	0	1	1
DOID:0080386	error	0	1	1	0	0	1	1
DOID:0080225	amyotrophic lateral sclerosis type 23	0	1	1	0	0	1	1
DOID:0080385	error	0	1	1	0	0	1	1
DOID:0080121	mitochondrial DNA depletion syndrome 3	0	1	1	0	0	4	1
DOID:0080215	early infantile epileptic encephalopathy 8	0	1	1	0	0	1	1
DOID:0080403	error	0	1	0	0	0	1	1
DOID:0080219	dystransthyretinemic hyperthyroxinemia	0	1	1	0	0	1	1
DOID:7599	lymphoepithelioma-like thymic carcinoma	1	0	0	0	0	1	1
DOID:7596	asbestos-related lung carcinoma	0	0	1	0	0	1	1
DOID:0080401	error	0	0	1	0	0	1	1
DOID:6676	Froelich syndrome	0	1	1	0	0	1	1
DOID:0080170	normophosphatemic familial tumoral calcinosis	0	1	1	0	0	1	1
DOID:7541	mixed epithelial/mesenchymal metaplastic breast carcinoma	0	1	0	0	0	1	1
DOID:0080131	mitochondrial DNA depletion syndrome 13	0	1	1	0	0	1	1
DOID:0080404	error	0	1	1	0	0	1	1
DOID:0050768	mitochondrial complex V (ATP synthase) deficiency, nuclear type 1	0	1	1	0	0	8	1
DOID:0080181	PHARC syndrome	0	1	1	0	0	1	1
DOID:0080142	mosaic variegated aneuploidy syndrome 2	0	1	1	0	0	1	1
DOID:7483	cervical keratinizing squamous cell carcinoma	0	1	0	0	0	1	1
DOID:0080391	error	0	1	1	0	0	1	1
DOID:0080389	error	0	1	1	0	0	1	1
DOID:0080140	multiple congenital anomalies-hypotonia-seizures syndrome 3	0	1	1	0	0	1	1
DOID:7501	pediatric infratentorial ependymoma	0	0	1	0	0	1	1
DOID:0080139	multiple congenital anomalies-hypotonia-seizures syndrome 2	0	1	1	0	0	1	1
DOID:0080138	multiple congenital anomalies-hypotonia-seizures syndrome 1	0	1	1	0	0	1	1
DOID:7542	osteosarcoma arising in bone Paget's disease	0	1	0	0	0	1	1
DOID:0080134	multiple mitochondrial dysfunctions syndrome 2	0	1	1	0	0	1	1
DOID:0080197	congenital muscular dystrophy with cataracts and intellectual disability	0	1	1	0	0	1	1
DOID:0080206	CAKUT1	0	1	1	0	0	1	1
DOID:0050724	PSPH deficiency	0	1	1	0	0	1	1
